issuer_cik,ticker,accession,filing_date,trans_date,owner_cik,role,shares,price,value
37785,FMC,0001246360-10-000644,2010-02-09,2010-02-08,0001240940,officer,2600.0,53.71,139646.0
37785,FMC,0001246360-10-000644,2010-02-09,2010-02-08,0001240940,officer,1200.0,53.69,64428.0
49196,HBAN,0001225208-10-003747,2010-02-09,2010-02-08,0001139942,director,3300.0,4.66,15378.0
49196,HBAN,0001225208-10-003747,2010-02-09,2010-02-08,0001139942,director,1700.0,4.66,7922.0
53669,JCI,0001199237-10-000002,2010-02-09,2009-11-03,0001199237,officer,25.0,24.62,615.5
53669,JCI,0001199237-10-000002,2010-02-09,2009-08-18,0001199237,officer,50.0,24.94,1247.0
203077,STJ,0001179110-10-002377,2010-02-09,2010-02-05,0001181678,director,10000.0,37.5,375000.0
1105705,TWX,0001127602-10-004042,2010-02-09,2010-02-08,0001196111,director,7350.0,27.19,199846.5
5513,UNM,0000005513-10-000006,2010-02-09,2010-02-05,0001236685,director,2500.0,19.09,47725.0
858877,CSCO,0001140361-10-005410,2010-02-10,2008-07-18,0001203468,director,23240.0,21.58,501519.2
773840,HON,0000950117-10-000203,2010-02-10,2010-02-09,0001232006,director,6000.0,37.65,225900.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-09,0001207433,director,4500.0,57.7,259650.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-09,0001207433,director,1900.0,57.72,109668.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-09,0001207433,director,1000.0,57.69,57690.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-09,0001207433,director,700.0,57.71,40397.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-09,0001207433,director,200.0,57.68,11536.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,1300.0,57.05,74165.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,1200.0,57.19,68628.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,900.0,57.21,51489.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,800.0,57.26,45808.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,800.0,57.22,45776.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,800.0,57.16,45728.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,800.0,57.1,45680.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,721.0,56.78,40938.38
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,700.0,57.11,39977.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,300.0,57.15,17145.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,200.0,57.18,11436.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,200.0,57.17,11434.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,200.0,57.12,11424.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,100.0,57.06,5706.0
1090727,UPS,0001225208-10-003829,2010-02-10,2010-02-10,0001207433,director,100.0,56.77,5677.0
1368007,NYX,0001127602-10-004394,2010-02-11,2010-02-10,0001393970,officer,25000.0,24.32,608000.0
713676,PNC,0001209191-10-008509,2010-02-11,2010-02-11,0001196974,director,300.0,51.05,15315.0
713676,PNC,0001209191-10-008509,2010-02-11,2010-02-11,0001196974,director,675.0,51.07,34472.25
713676,PNC,0001209191-10-008509,2010-02-11,2010-02-11,0001196974,director,200.0,51.1,10220.0
713676,PNC,0001209191-10-008509,2010-02-11,2010-02-11,0001196974,director,90.0,51.11,4599.9
861878,SRCL,0001260240-10-000012,2010-02-11,2010-02-10,0001112980,director,2000.0,51.15,102300.0
1267238,AIZ,0001209191-10-008794,2010-02-12,2010-02-10,0001274930,director,1000.0,30.06,30060.0
200406,JNJ,0000200406-10-000029,2010-02-12,2010-02-10,0001184649,director,1000.0,62.66,62660.0
60086,L,0001140361-10-005853,2010-02-12,2010-02-10,0001209366,director,3000.0,34.98,104940.0
49826,ITW,0001124194-10-000002,2010-02-16,2010-02-16,0001124194,director,10000.0,44.21,442100.0
1120193,NDAQ,0001181431-10-009324,2010-02-16,2010-02-12,0001428862,director,4500.0,18.03,81135.0
1120193,NDAQ,0001181431-10-009281,2010-02-16,2010-02-11,0001429096,director,1890.0,18.15,34303.5
49196,HBAN,0001225208-10-004618,2010-02-17,2010-02-16,0001475174,officer,200.0,4.77,954.0
101830,S,0001209191-10-010381,2010-02-18,2010-02-17,0001189315,officer,3075.0,3.2,9840.0
1032033,SLM,0001032033-10-000024,2010-02-18,2010-02-09,0001459757,officer,2500.0,38.41,96025.0
1032033,SLM,0001032033-10-000024,2010-02-18,2010-02-16,0001459757,officer,3000.0,11.06,33180.0
1032033,SLM,0001032033-10-000024,2010-02-18,2010-02-16,0001459757,officer,3000.0,11.06,33180.0
1032033,SLM,0001032033-10-000024,2010-02-18,2010-02-16,0001459757,officer,3000.0,11.06,33180.0
64803,CVS,0001127602-10-005613,2010-02-19,2010-02-17,0001318289,officer,147000.0,34.1,5012700.0
1065088,EBAY,0001160077-10-000004,2010-02-19,2010-02-18,0001160077,director,5400.0,22.73,122742.0
753308,NEE,0001168820-10-000005,2010-02-19,2010-02-18,0001168820,director,10000.0,45.7,457000.0
1282266,WIN,0001225208-10-005091,2010-02-19,2010-02-19,0001127594,director,8350.0,10.21,85253.5
1282266,WIN,0001225208-10-005090,2010-02-19,2010-02-19,0001187393,officer,2000.0,10.23,20460.0
1137774,PRU,0001225208-10-005166,2010-02-22,2010-02-18,0001190517,director,250.0,50.74,12685.0
1137774,PRU,0001225208-10-005165,2010-02-22,2010-02-18,0001202887,director,200.0,50.7,10140.0
1137774,PRU,0001225208-10-005164,2010-02-22,2010-02-18,0001390946,director,250.0,50.98,12745.0
1137774,PRU,0001225208-10-005161,2010-02-22,2010-02-19,0001140889,director,1000.0,51.36,51360.0
1137774,PRU,0001225208-10-005310,2010-02-23,2010-02-22,0001238288,director,1000.0,51.02,51020.0
1310067,SHLD,0001181431-10-011417,2010-02-23,2008-03-27,0001367184,director,106.0,104.36,11062.16
90185,SIAL,0000090185-10-000036,2010-02-23,2010-02-23,0001484499,officer,400.0,47.5,19000.0
16732,CPB,0001209191-10-011710,2010-02-24,2010-02-24,0001216454,director,1000.0,33.29,33290.0
1465112,DTV,0001252017-10-000033,2010-02-25,2010-02-24,0001219007,officer,59400.0,33.66,1999404.0
55785,KMB,0001225208-10-005752,2010-02-25,2010-02-25,0000903649,director,1800.0,59.73,107514.0
55785,KMB,0001225208-10-005752,2010-02-25,2010-02-25,0000903649,director,2000.0,59.75,119500.0
55785,KMB,0001225208-10-005752,2010-02-25,2010-02-25,0000903649,director,1200.0,59.71,71652.0
764478,BBY,0001225208-10-006027,2010-02-26,2010-02-25,0001171778,director,514.0,36.43,18725.02
1274494,FSLR,0001127602-10-006513,2010-02-26,2010-02-26,0001478847,officer,1000.0,103.0,103000.0
1274494,FSLR,0001127602-10-006512,2010-02-26,2010-02-26,0001198096,officer,10000.0,104.63,1046300.0
713676,PNC,0001209191-10-012527,2010-02-26,2010-02-24,0001196964,director,5000.0,53.28,266400.0
754737,SCG,0001225208-10-005998,2010-02-26,2010-02-26,0001468541,director,1026.21,36.06,37005.13
1418135,DPS,0001209191-10-013113,2010-03-01,2010-03-01,0001094176,director,100.0,32.02,3202.0
1418135,DPS,0001209191-10-013113,2010-03-01,2010-03-01,0001094176,director,100.0,32.02,3202.0
1418135,DPS,0001209191-10-013113,2010-03-01,2010-03-01,0001094176,director,1500.0,32.03,48045.0
1418135,DPS,0001209191-10-013113,2010-03-01,2010-03-01,0001094176,director,600.0,32.01,19206.0
1418135,DPS,0001209191-10-013113,2010-03-01,2010-03-01,0001094176,director,200.0,32.02,6404.0
87347,SLB,0001262167-10-000002,2010-03-01,2010-02-26,0001163715,director,3300.0,60.75,200475.0
72903,XEL,0001357646-10-000013,2010-03-01,2010-03-01,0001476403,director,2000.0,21.05,42100.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,800.0,31.71,25368.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,2900.0,31.72,91988.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,1300.0,31.73,41249.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,1400.0,31.74,44436.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,1100.0,31.51,34661.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,7400.0,31.52,233248.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,400.0,31.68,12672.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,800.0,31.67,25336.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,100.0,31.66,3166.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,900.0,31.53,28377.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,200.0,31.54,6308.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,500.0,31.55,15775.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,200.0,31.56,6312.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,300.0,31.57,9471.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,1200.0,31.58,37896.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,1200.0,31.59,37908.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,1200.0,31.6,37920.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,1800.0,31.61,56898.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,2200.0,31.62,69564.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,1300.0,31.63,41119.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,200.0,31.64,6328.0
1418135,DPS,0001209191-10-013461,2010-03-02,2010-02-26,0001191315,director,2600.0,31.65,82290.0
1276520,GNW,0001181431-10-013069,2010-03-02,2010-03-01,0001109101,director,1000.0,16.01,16010.0
788784,PEG,0000788784-10-000019,2010-03-02,2010-03-01,0001181174,officer,2000.0,29.94,59880.0
1063761,SPG,0001179110-10-004225,2010-03-02,2010-02-26,0001235745,officer,328598.0,78.51,25798228.98
95304,SUN,0001127602-10-006816,2010-03-02,2010-03-02,0001257328,director,12500.0,26.96,337000.0
826083,DELL,0001209191-10-013828,2010-03-03,2010-03-03,0001194696,director,5000.0,13.64,68200.0
1393744,ES,0001104659-10-011847,2010-03-03,2010-03-02,0001417777,director,2000.0,5.99,11980.0
885721,ESRX,0001140361-10-009782,2010-03-03,2010-03-01,0001334911,director,1000.0,96.75,96750.0
21344,KO,0001127602-10-007142,2010-03-03,2010-03-01,0001224543,director,2825.0,53.23,150374.75
21344,KO,0001127602-10-007141,2010-03-03,2010-03-01,0001131947,director,152080.0,52.95,8052636.0
1130310,CNP,0001209191-10-014659,2010-03-04,2010-03-02,0001373602,director,2500.0,13.79,34475.0
1047862,ED,0001047862-10-000056,2010-03-04,2010-02-28,0001463822,officer,39.27,43.0,1688.61
1047862,ED,0001047862-10-000055,2010-03-04,2010-02-28,0001423302,officer,45.92,43.0,1974.56
1047862,ED,0001047862-10-000053,2010-03-04,2010-02-28,0001358393,officer,49.09,43.0,2110.87
1047862,ED,0001047862-10-000052,2010-03-04,2010-02-28,0001466373,officer,44.18,43.0,1899.74
1047862,ED,0001047862-10-000051,2010-03-04,2010-02-28,0001407610,officer,24.54,43.0,1055.22
1047862,ED,0001047862-10-000050,2010-03-04,2010-02-28,0001232649,director,24.54,43.0,1055.22
1105705,TWX,0001127602-10-007515,2010-03-04,2010-03-03,0001110744,director,34000.0,29.83,1014220.0
10795,BDX,0001246426-10-000040,2010-03-05,2009-11-25,0001221779,director,5000.0,75.79,378950.0
10795,BDX,0001246426-10-000040,2010-03-05,2009-11-23,0001221779,director,10000.0,75.09,750900.0
30554,DD,0001188585-10-000008,2010-03-05,2010-03-05,0001188585,director,3000.0,34.92,104760.0
827052,EIX,0001127602-10-007772,2010-03-05,2010-03-03,0001352865,officer,2300.0,33.27,76521.0
885721,ESRX,0001140361-10-010388,2010-03-05,2010-03-04,0001235678,director,3000.0,98.83,296490.0
20520,FTR,0001225208-10-007373,2010-03-08,2010-03-05,0001180608,director,3300.0,7.28,24024.0
48465,HRL,0001179110-10-004683,2010-03-08,2010-03-04,0001345950,officer,828.05,41.39,34272.99
48465,HRL,0001179110-10-004683,2010-03-08,2010-03-04,0001345950,officer,1221.06,41.39,50539.67
791519,SPLS,0001246360-10-001435,2010-03-08,2010-03-04,0001190868,director,300.0,22.89,6867.0
791519,SPLS,0001246360-10-001435,2010-03-08,2010-03-04,0001190868,director,12100.0,22.84,276364.0
23666,SLE,0001209191-10-015692,2010-03-09,2010-03-08,0000903518,director,10000.0,13.96,139600.0
97745,TMO,0001225208-10-007590,2010-03-09,2009-09-03,0001406455,director,13.0,44.47,578.11
899051,ALL,0001127602-10-008135,2010-03-10,2010-03-08,0001074611,director,2500.0,32.05,80125.0
12659,HRB,0001225208-10-008192,2010-03-15,2010-03-12,0001215150,officer,15000.0,16.82,252300.0
4962,AXP,0001127602-10-008829,2010-03-16,2010-03-12,0001209442,director,20000.0,40.82,816400.0
91576,KEY,0001232432-10-000053,2010-03-16,2010-03-12,0001198911,director,10000.0,7.63,76300.0
79879,PPG,0001209191-10-017192,2010-03-16,2010-03-15,0001438851,officer,40.3,64.36,2593.71
107263,WMB,0001209191-10-017278,2010-03-16,2010-03-16,0001430861,director,3000.0,23.04,69120.0
1090012,DVN,0001486483-10-000004,2010-03-17,2010-03-16,0001220820,director,500.0,67.38,33690.0
3673,AYE,0001181431-10-017468,2010-03-19,2008-03-24,0001428312,director,6.12,49.03,300.06
3673,AYE,0001181431-10-017468,2010-03-19,2008-06-23,0001428312,director,5.7,52.8,300.96
3673,AYE,0001181431-10-017468,2010-03-19,2009-12-28,0001428312,director,25.32,24.22,613.25
3673,AYE,0001181431-10-017468,2010-03-19,2009-09-28,0001428312,director,22.8,26.74,609.67
3673,AYE,0001181431-10-017468,2010-03-19,2009-06-22,0001428312,director,23.01,26.35,606.31
3673,AYE,0001181431-10-017468,2010-03-19,2009-03-23,0001428312,director,12.73,23.91,304.37
3673,AYE,0001181431-10-017468,2010-03-19,2008-12-29,0001428312,director,9.55,31.73,303.02
3673,AYE,0001181431-10-017468,2010-03-19,2008-09-29,0001428312,director,8.01,37.66,301.66
353944,IGT,0001269334-10-000032,2010-03-19,2010-03-18,0001200747,director,3000.0,16.93,50790.0
91576,KEY,0001232432-10-000056,2010-03-19,2010-03-19,0001487311,director,1300.0,7.59,9867.0
75829,PLL,0001140361-10-012944,2010-03-19,2010-03-18,0001193999,director,500.0,38.79,19395.0
75829,PLL,0001140361-10-012944,2010-03-19,2010-03-18,0001193999,director,500.0,38.79,19395.0
104169,WMT,0001127602-10-009194,2010-03-19,2010-03-17,0001194696,director,2500.0,55.92,139800.0
104169,WMT,0001127602-10-009194,2010-03-19,2010-03-18,0001194696,director,2500.0,55.88,139700.0
3673,AYE,0001140361-10-013530,2010-03-24,2010-03-22,0001428312,director,26.53,23.26,617.09
98246,TIF,0000098246-10-000067,2010-03-30,2010-03-29,0001229659,director,1000.0,47.48,47480.0
98246,TIF,0000098246-10-000067,2010-03-30,2010-03-26,0001229659,director,1000.0,47.29,47290.0
98246,TIF,0000098246-10-000065,2010-03-30,2010-03-29,0001229659,director,1000.0,47.48,47480.0
98246,TIF,0000098246-10-000065,2010-03-30,2010-03-26,0001229659,director,1000.0,47.29,47290.0
1048911,FDX,0001127602-10-009920,2010-04-01,2010-03-31,0001202958,director,408.0,91.77,37442.16
1001288,LXK,0001225208-10-009306,2010-04-01,2010-04-01,0001018624,director,591.0,37.15,21955.65
713676,PNC,0001209191-10-020220,2010-04-02,2010-04-01,0001196974,director,292.0,60.67,17715.64
33213,EQT,0001127602-10-010505,2010-04-05,2010-04-01,0001439708,director,729.0,41.0,29889.0
33213,EQT,0001127602-10-010501,2010-04-05,2010-04-01,0001238369,director,637.0,41.0,26117.0
98246,TIF,0000098246-10-000083,2010-04-05,2010-04-01,0001229659,director,1000.0,48.1,48100.0
1047862,ED,0001047862-10-000080,2010-04-07,2010-03-31,0001407610,officer,32.24,43.87,1414.37
1047862,ED,0001047862-10-000079,2010-04-07,2010-03-31,0001407609,officer,147.56,43.87,6473.46
1047862,ED,0001047862-10-000078,2010-04-07,2010-03-31,0001231192,director,0.02,43.87,0.88
1047862,ED,0001047862-10-000077,2010-04-07,2010-03-31,0001108889,director,14.81,43.87,649.71
1047862,ED,0001047862-10-000076,2010-04-07,2010-03-31,0001232009,officer,17.39,43.87,762.9
1047862,ED,0001047862-10-000075,2010-04-07,2010-03-31,0001463822,officer,42.6,43.87,1868.86
1047862,ED,0001047862-10-000074,2010-04-07,2010-03-31,0001358393,officer,50.93,43.87,2234.3
1047862,ED,0001047862-10-000073,2010-04-07,2010-03-31,0001286156,officer,37.14,43.87,1629.33
1047862,ED,0001047862-10-000072,2010-04-07,2010-03-31,0001232007,officer,0.36,43.87,15.79
1047862,ED,0001047862-10-000071,2010-04-07,2010-03-31,0001232649,director,24.06,43.87,1055.51
1047862,ED,0001047862-10-000070,2010-04-07,2010-03-31,0001466373,officer,84.08,43.87,3688.59
1047862,ED,0001047862-10-000069,2010-04-07,2010-03-31,0001423302,officer,66.37,43.87,2911.65
812074,OI,0000812074-10-000026,2010-04-09,2010-04-08,0001196974,director,2.0,36.69,73.38
812074,OI,0000812074-10-000026,2010-04-09,2010-04-08,0001196974,director,787.0,36.7,28882.9
812074,OI,0000812074-10-000025,2010-04-09,2010-04-08,0001398493,director,475.0,36.71,17437.25
1336920,SAI,0001181431-10-021053,2010-04-09,2010-04-08,0001222184,officer,8750.0,17.21,150587.5
1336920,SAI,0001181431-10-021597,2010-04-14,2010-04-13,0001223892,director,140000.0,17.4,2436000.0
1011657,TIE,0001011657-10-000009,2010-04-14,2010-04-12,0001037854,officer,150000.0,16.94,2541000.0
1110783,MON,0001110783-10-000023,2010-04-16,2010-04-14,0001110756,director,2000.0,67.26,134520.0
820313,APH,0001127602-10-011366,2010-04-19,2008-10-24,0001315873,director,1000.0,24.84,24840.0
820313,APH,0001127602-10-011366,2010-04-19,2006-04-28,0001315873,director,6000.0,28.88,173280.0
73124,NTRS,0001124194-10-000004,2010-04-22,2010-04-22,0001124194,director,10000.0,53.98,539800.0
49196,HBAN,0001225208-10-010915,2010-04-26,2010-04-23,0001267320,director,213.0,7.14,1520.82
55785,KMB,0001225208-10-010919,2010-04-26,2010-04-23,0001444027,officer,6000.0,62.28,373680.0
55785,KMB,0001225208-10-010919,2010-04-26,2010-04-23,0001444027,officer,3000.0,60.66,181980.0
1043277,CHRW,0001181431-10-023022,2010-04-27,2010-04-23,0001197975,director,28845.0,61.5,1773967.5
831259,FCX,0001246360-10-001928,2010-04-27,2010-04-26,0001194922,director,12000.0,80.9,970800.0
1413329,PM,0001182489-10-000293,2010-04-27,2010-04-23,0001430474,director,1500.0,50.89,76335.0
12927,BA,0001225208-10-011203,2010-04-28,2010-04-26,0001202958,director,334.0,74.86,25003.24
829224,SBUX,0001127602-10-012331,2010-04-28,2010-04-26,0001366010,director,4600.0,27.5,126500.0
35527,FITB,0000035527-10-000107,2010-04-29,2010-04-28,0001245759,director,6888.0,14.43,99393.84
35527,FITB,0000035527-10-000107,2010-04-29,2010-04-28,0001245759,director,7000.0,14.42,100940.0
320187,NKE,0000320187-10-000058,2010-04-29,2010-04-28,0001209281,director,500.0,76.5,38250.0
73309,NUE,0001127602-10-012381,2010-04-29,2010-04-28,0001196249,director,1500.0,44.9,67350.0
1056288,FII,0001318148-10-000845,2010-04-30,2010-04-28,0001191768,director,10000.0,24.32,243200.0
200406,JNJ,0000200406-10-000050,2010-04-30,2010-04-28,0001184649,director,1000.0,64.32,64320.0
732712,VZ,0001233402-10-000137,2010-04-30,2010-04-28,0001407680,officer,3500.0,29.12,101920.0
764478,BBY,0001225208-10-011719,2010-05-03,2010-04-30,0001199453,director,1000.0,46.85,46850.0
875045,BIIB,0001127602-10-012742,2010-05-03,2010-04-30,0001181174,director,187.0,53.38,9982.06
31462,ECL,0001179110-10-007713,2010-05-03,2010-04-29,0001228598,director,500.0,47.85,23925.0
49196,HBAN,0001225208-10-011763,2010-05-04,2010-04-30,0001490434,officer,100.0,6.9,690.0
49196,HBAN,0001225208-10-011763,2010-05-04,2010-04-30,0001490434,officer,200.0,6.91,1382.0
49196,HBAN,0001225208-10-011763,2010-05-04,2010-04-30,0001490434,officer,200.0,6.92,1384.0
49196,HBAN,0001225208-10-011763,2010-05-04,2010-04-30,0001490434,officer,100.0,6.89,689.0
49196,HBAN,0001225208-10-011763,2010-05-04,2010-04-30,0001490434,officer,100.0,6.87,687.0
49196,HBAN,0001225208-10-011763,2010-05-04,2010-04-30,0001490434,officer,100.0,6.88,688.0
826083,DELL,0001209191-10-025304,2010-05-05,2010-05-05,0001194696,director,10000.0,15.61,156100.0
826083,DELL,0001209191-10-025304,2010-05-05,2010-05-04,0001194696,director,10000.0,15.91,159100.0
1015780,ETFC,0001181431-10-024622,2010-05-05,2010-05-04,0001338913,officer,571429.0,1.75,1000000.75
882095,GILD,0001179110-10-007906,2010-05-05,2010-05-04,0001181185,director,8704.0,38.6,335974.4
882095,GILD,0001179110-10-007906,2010-05-05,2010-05-04,0001181185,director,4096.0,38.59,158064.64
20286,CINF,0001127602-10-013311,2010-05-06,2010-05-05,0001231211,officer,2500.0,27.83,69575.0
1047862,ED,0001047862-10-000093,2010-05-06,2010-04-30,0001407610,officer,1.88,44.86,84.34
1047862,ED,0001047862-10-000092,2010-05-06,2010-04-30,0001463822,officer,37.65,44.86,1688.98
1047862,ED,0001047862-10-000091,2010-05-06,2010-04-30,0001407609,officer,49.02,44.86,2199.04
1047862,ED,0001047862-10-000090,2010-05-06,2010-04-30,0001466373,officer,42.36,44.86,1900.27
1047862,ED,0001047862-10-000089,2010-05-06,2010-04-30,0001232649,director,23.53,44.86,1055.56
1047862,ED,0001047862-10-000086,2010-05-06,2010-04-30,0001423302,officer,44.03,44.86,1975.19
1047862,ED,0001047862-10-000085,2010-05-06,2010-04-30,0001358393,officer,47.06,44.86,2111.11
97476,TXN,0001127602-10-013351,2010-05-06,2010-05-06,0001202719,director,900.0,25.57,23013.0
97476,TXN,0001127602-10-013351,2010-05-06,2010-05-06,0001202719,director,100.0,25.57,2557.0
93410,CVX,0001127602-10-013482,2010-05-07,2010-05-06,0001354590,officer,11400.0,79.14,902196.0
1111711,NI,0001127602-10-013424,2010-05-07,2010-05-06,0001017659,director,8500.0,15.31,130135.0
23666,SLE,0001209191-10-025922,2010-05-07,2010-05-07,0001474052,officer,6200.0,13.44,83328.0
23666,SLE,0001209191-10-025922,2010-05-07,2010-05-07,0001474052,officer,6600.0,13.45,88770.0
23666,SLE,0001209191-10-025922,2010-05-07,2010-05-07,0001474052,officer,300.0,13.46,4038.0
23666,SLE,0001209191-10-025922,2010-05-07,2010-05-07,0001474052,officer,1900.0,13.43,25517.0
23666,SLE,0001209191-10-025921,2010-05-07,2010-05-07,0001051387,officer,18500.0,13.51,249935.0
350698,AN,0000350698-10-000014,2010-05-10,2010-05-06,0001327026,director,1000.0,19.59,19590.0
350698,AN,0000350698-10-000014,2010-05-10,2010-05-06,0001327026,director,1000.0,18.97,18970.0
1418135,DPS,0001209191-10-026234,2010-05-10,2010-05-07,0001189832,officer,10000.0,34.71,347100.0
320335,GL,0001212131-10-000086,2010-05-10,2010-05-07,0001270842,officer,200.0,49.39,9878.0
849213,PCL,0001181431-10-025499,2010-05-10,2010-05-07,0001111901,director,4000.0,37.26,149040.0
80424,PG,0001127602-10-013535,2010-05-10,2010-05-07,0001194945,director,1660.0,60.21,99948.6
829224,SBUX,0001127602-10-013613,2010-05-10,2010-05-06,0001193107,director,6000.0,25.8,154800.0
721083,SII,0001439706-10-000022,2010-05-10,2010-05-06,0001137975,director,10000.0,44.88,448800.0
23666,SLE,0001209191-10-026225,2010-05-10,2010-05-07,0001385948,officer,3740.0,13.29,49704.6
23666,SLE,0001209191-10-026225,2010-05-10,2010-05-07,0001385948,officer,50.0,13.37,668.5
1282266,WIN,0001225208-10-012400,2010-05-10,2010-05-07,0001187393,officer,2000.0,10.32,20640.0
7084,ADM,0001225208-10-012515,2010-05-11,2010-05-10,0001491544,director,3700.0,26.44,97828.0
20286,CINF,0001127602-10-013639,2010-05-11,2010-05-07,0001289447,director,550.0,26.97,14833.5
20286,CINF,0001127602-10-013637,2010-05-11,2010-05-07,0001141268,officer,1800.0,27.09,48762.0
51253,IFF,0001225208-10-012539,2010-05-11,2010-05-11,0001061089,director,2500.0,46.59,116475.0
1099219,MET,0001209191-10-026875,2010-05-11,2010-05-07,0001340249,director,490.0,40.85,20016.5
1099219,MET,0001209191-10-026875,2010-05-11,2010-05-07,0001340249,director,100.0,40.84,4084.0
1099219,MET,0001209191-10-026875,2010-05-11,2010-05-07,0001340249,director,2410.0,40.87,98496.7
1099219,MET,0001209191-10-026875,2010-05-11,2010-05-07,0001340249,director,790.0,40.88,32295.2
1099219,MET,0001209191-10-026875,2010-05-11,2010-05-07,0001340249,director,300.0,40.83,12249.0
1099219,MET,0001209191-10-026875,2010-05-11,2010-05-07,0001340249,director,800.0,40.86,32688.0
1452575,MJN,0001225208-10-012597,2010-05-11,2010-05-07,0001198959,director,10000.0,48.36,483600.0
1120193,NDAQ,0001181431-10-025840,2010-05-11,2010-05-07,0001181161,director,5000.0,19.21,96050.0
31462,ECL,0001179110-10-008442,2010-05-12,2010-05-11,0001215481,officer,2000.0,49.0,98000.0
875159,XL,0001209191-10-027058,2010-05-12,2010-05-10,0001307947,officer,1110.0,18.0,19980.0
874761,AES,0001127602-10-014172,2010-05-13,2010-05-12,0001134555,director,3000.0,11.11,33330.0
874761,AES,0001127602-10-014172,2010-05-13,2010-05-12,0001134555,director,5000.0,11.06,55300.0
1452575,MJN,0001225208-10-012821,2010-05-13,2010-05-11,0001078565,officer,200.0,50.0,10000.0
1324404,CF,0001104659-10-028603,2010-05-14,2010-05-12,0001466087,officer,2700.0,73.99,199773.0
1324404,CF,0001104659-10-028597,2010-05-14,2010-05-12,0001201635,director,1000.0,73.33,73330.0
1324404,CF,0001104659-10-028597,2010-05-14,2010-05-12,0001201635,director,900.0,73.6,66240.0
1135971,POM,0001135971-10-000076,2010-05-14,2010-05-14,0001399068,director,3000.0,16.58,49740.0
1373835,SE,0001127602-10-014234,2010-05-14,2010-05-12,0001204508,director,5000.0,22.64,113200.0
875045,BIIB,0001127602-10-014480,2010-05-17,2010-05-14,0001181174,director,1.0,50.21,50.21
875045,BIIB,0001127602-10-014480,2010-05-17,2010-05-14,0001181174,director,100.0,51.22,5122.0
875045,BIIB,0001127602-10-014480,2010-05-17,2010-05-14,0001181174,director,94.0,51.17,4809.98
53669,JCI,0001446436-10-000001,2010-05-17,2010-05-17,0001446436,officer,600.0,30.05,18030.0
55785,KMB,0001225208-10-013081,2010-05-17,2010-05-17,0000903649,director,3000.0,61.85,185550.0
